id,age,gender,country,traffic_source
77473,62,F,United States,Search
77810,52,M,United States,Organic
8575,13,F,United States,Facebook
49996,36,M,United States,Search
71978,24,F,United States,Search
48700,50,F,United States,Search
55488,67,M,United States,Search
44517,42,F,United States,Search
20370,65,M,United States,Search
54506,45,M,United States,Search
66506,18,M,United States,Search
70871,47,M,United States,Search
93127,50,F,United States,Search
1922,24,M,United States,Search
11320,40,F,United States,Search
15422,22,M,United States,Search
23416,35,M,United States,Search
42296,33,M,United States,Organic
56014,34,F,United States,Search
62169,45,M,United States,Search
71112,41,F,United States,Search
26194,43,M,United States,Display
34208,15,F,United States,Search
61607,66,M,United States,Search
85055,35,M,United States,Search
86331,45,M,United States,Search
91822,54,F,United States,Search
1116,33,M,United States,Search
12919,63,M,United States,Organic
18003,58,M,United States,Search
39026,37,M,United States,Search
40896,56,M,United States,Search
62965,30,F,United States,Search
87993,30,M,United States,Facebook
4344,27,F,United States,Search
12615,25,M,United States,Email
24540,53,F,United States,Search
31150,68,M,United States,Organic
44758,21,M,United States,Organic
64184,63,F,United States,Search
91738,35,M,United States,Email
99504,22,F,United States,Search
1759,60,F,United States,Search
5804,68,F,United States,Search
50601,57,M,United States,Organic
50812,53,M,United States,Email
70472,63,F,United States,Search
90197,47,F,United States,Email
92444,67,M,United States,Facebook
4089,68,M,United States,Search
9697,15,F,United States,Display
22630,63,F,United States,Organic
80196,33,M,United States,Organic
6917,47,F,United States,Organic
10798,64,M,United States,Organic
36134,58,M,United States,Search
53680,45,M,United States,Search
87057,56,F,United States,Organic
11184,43,M,United States,Search
28141,30,F,United States,Facebook
41987,52,M,United States,Search
42255,30,F,United States,Search
65224,25,F,United States,Search
83055,40,M,United States,Search
88087,62,F,United States,Organic
99020,56,M,United States,Email
11220,23,M,United States,Organic
16552,46,M,United States,Organic
22952,63,F,United States,Display
40677,41,F,United States,Search
60827,68,F,United States,Organic
95099,53,F,United States,Search
95522,54,M,United States,Search
16964,48,F,United States,Search
46291,63,F,United States,Search
55019,31,F,United States,Search
3700,40,F,United States,Organic
11551,18,F,United States,Facebook
15333,19,M,United States,Email
19180,53,M,United States,Search
19285,20,M,United States,Search
22190,36,F,United States,Organic
31881,33,M,United States,Display
34190,12,F,United States,Search
34317,47,F,United States,Search
40178,48,F,United States,Search
55149,54,F,United States,Search
57876,32,F,United States,Search
59574,15,M,United States,Search
60834,61,F,United States,Organic
64012,68,M,United States,Search
64382,66,M,United States,Search
96591,69,M,United States,Search
9979,67,M,United States,Search
59436,48,F,United States,Organic
96765,54,M,United States,Search
1425,20,M,United States,Search
26976,30,F,United States,Facebook
61682,68,M,United States,Search
47831,33,F,United States,Email
67574,62,M,United States,Search
19239,50,F,United States,Organic
32541,60,M,United States,Display
41462,46,F,United States,Search
52868,23,F,United States,Facebook
79030,51,M,United States,Search
81041,49,F,United States,Search
90421,12,F,United States,Display
10978,20,M,United States,Facebook
34234,25,M,United States,Search
61754,29,F,United States,Search
7425,18,F,United States,Search
24828,33,F,United States,Search
43976,67,M,United States,Email
45112,58,M,United States,Search
62222,20,M,United States,Search
85788,62,F,United States,Search
89532,69,F,United States,Search
49924,58,F,United States,Organic
77235,12,M,United States,Display
82437,40,F,United States,Search
95552,17,M,United States,Email
29030,52,F,United States,Search
67210,64,M,United States,Organic
75654,45,M,United States,Search
3148,33,M,United States,Search
18341,30,F,United States,Organic
21176,53,F,United States,Search
38928,20,M,United States,Organic
60641,19,F,United States,Search
64471,63,M,United States,Search
65267,36,M,United States,Email
73858,44,M,United States,Organic
75498,27,M,United States,Search
77297,30,F,United States,Facebook
88627,66,M,United States,Search
19643,23,M,United States,Search
51522,59,F,United States,Facebook
67529,49,F,United States,Search
56463,23,M,United States,Display
51982,28,M,United States,Search
97340,55,F,United States,Search
2469,70,F,United States,Organic
36616,53,M,United States,Search
51792,38,F,United States,Email
68251,41,F,United States,Organic
62087,50,F,United States,Search
74655,65,F,United States,Search
4241,39,M,United States,Organic
14946,29,M,United States,Search
98545,48,M,United States,Search
15144,38,M,United States,Search
32418,66,F,United States,Search
34576,39,M,United States,Organic
49062,52,M,United States,Email
17767,23,M,United States,Search
23163,46,F,United States,Search
45409,26,M,United States,Search
48280,70,M,United States,Search
49185,70,M,United States,Email
41737,17,M,United States,Organic
48826,59,F,United States,Search
69522,18,F,United States,Search
72037,42,M,United States,Organic
3083,24,F,United States,Organic
26737,36,F,United States,Search
82411,50,M,United States,Search
89763,19,M,United States,Email
520,47,F,United States,Search
50742,19,M,United States,Search
63577,21,F,United States,Search
31771,51,F,United States,Email
51263,58,F,United States,Search
21222,37,F,United States,Search
26813,28,F,United States,Facebook
52435,56,F,United States,Organic
60950,40,F,United States,Search
71019,69,M,United States,Search
74070,62,M,United States,Search
87975,25,F,United States,Display
99260,40,M,United States,Search
99664,47,F,United States,Search
15900,67,F,United States,Search
24463,48,F,United States,Search
29572,45,F,United States,Search
38023,42,M,United States,Email
39240,18,F,United States,Email
64956,62,F,United States,Search
73739,15,M,United States,Display
99957,50,M,United States,Email
3984,17,F,United States,Search
15676,49,M,United States,Search
24074,51,M,United States,Organic
13903,35,M,United States,Organic
14971,21,M,United States,Search
30118,37,M,United States,Search
82547,51,M,United States,Organic
12950,57,M,United States,Search
16663,24,F,United States,Search
17646,38,F,United States,Search
19856,29,M,United States,Search
58702,41,M,United States,Search
61927,69,F,United States,Search
69454,44,M,United States,Display
81874,43,F,United States,Organic
13959,29,F,United States,Organic
20169,37,F,United States,Search
55457,48,F,United States,Search
59498,53,M,United States,Search
61821,21,M,United States,Search
17095,18,M,United States,Search
60559,60,F,United States,Search
84618,41,F,United States,Search
85966,31,F,United States,Search
86934,29,F,United States,Display
97183,59,F,United States,Search
13995,62,F,United States,Search
20427,43,F,United States,Search
26491,30,M,United States,Organic
27248,23,M,United States,Email
66271,20,M,United States,Search
10436,50,M,United States,Search
21842,32,F,United States,Organic
60813,70,M,United States,Search
63519,21,M,United States,Search
69804,64,F,United States,Search
82519,49,M,United States,Search
5100,70,F,United States,Search
12234,15,F,United States,Search
22297,31,F,United States,Display
22937,59,M,United States,Search
34836,48,M,United States,Search
36758,23,M,United States,Search
64479,23,M,United States,Search
77531,52,F,United States,Search
81754,69,M,United States,Organic
99696,16,F,United States,Search
4094,25,F,United States,Search
12258,15,F,United States,Search
23279,70,F,United States,Search
28163,54,M,United States,Search
31076,59,F,United States,Search
35937,34,M,United States,Search
38411,70,M,United States,Search
45150,49,F,United States,Search
66707,37,M,United States,Search
76787,50,F,United States,Search
82149,20,M,United States,Search
93046,19,M,United States,Organic
1476,13,F,United States,Search
23573,40,M,United States,Email
48631,55,M,United States,Search
74497,23,F,United States,Search
81958,20,M,United States,Organic
90859,49,F,United States,Search
93955,52,M,United States,Search
2221,59,F,United States,Search
20512,58,M,United States,Search
27361,34,M,United States,Search
46977,15,F,United States,Search
71637,53,M,United States,Search
95170,55,F,United States,Search
97377,24,M,United States,Organic
97582,60,F,United States,Search
8209,45,M,United States,Search
32135,68,F,United States,Search
41532,51,M,United States,Search
43482,19,M,United States,Organic
97693,52,F,United States,Organic
71345,65,M,United States,Search
73314,23,M,United States,Search
4799,70,M,United States,Search
6533,51,M,United States,Search
12844,52,M,United States,Organic
33795,23,M,United States,Search
37638,39,M,United States,Search
42408,21,F,United States,Organic
49029,14,F,United States,Search
56114,40,M,United States,Organic
67493,39,M,United States,Search
72640,46,M,United States,Search
4067,39,M,United States,Search
21171,68,M,United States,Search
61466,15,F,United States,Display
74238,67,M,United States,Search
80478,45,F,United States,Organic
93882,26,M,United States,Search
71102,15,F,United States,Search
75392,15,F,United States,Search
33092,68,F,United States,Search
38875,33,F,United States,Search
39093,65,M,United States,Search
4452,67,F,United States,Search
8764,59,F,United States,Search
31167,29,F,United States,Facebook
32946,25,M,United States,Facebook
61598,51,M,United States,Display
75454,61,F,United States,Search
89090,56,F,United States,Search
98727,35,M,United States,Search
81187,59,F,United States,Organic
89959,61,F,United States,Organic
99022,40,M,United States,Search
16304,18,M,United States,Email
31165,59,M,United States,Organic
50510,15,M,United States,Organic
45859,45,F,United States,Facebook
72792,60,M,United States,Facebook
6417,70,M,United States,Email
12539,38,M,United States,Search
53748,19,M,United States,Search
79167,52,F,United States,Search
80331,28,M,United States,Search
44551,17,F,United States,Search
48380,30,M,United States,Search
60539,41,M,United States,Email
90784,14,M,United States,Search
52157,18,M,United States,Search
74580,21,M,United States,Organic
75091,42,F,United States,Search
15846,27,M,United States,Email
29420,59,F,United States,Search
75197,34,F,United States,Search
8835,70,F,United States,Search
80462,22,F,United States,Search
86061,17,M,United States,Search
98636,58,M,United States,Search
66727,28,M,United States,Search
34235,46,M,United States,Search
63381,59,M,United States,Search
68518,50,M,United States,Search
74226,64,F,United States,Search
92423,18,F,United States,Search
4034,21,F,United States,Search
52468,46,M,United States,Search
70984,65,M,United States,Search
73426,19,F,United States,Facebook
90687,30,M,United States,Organic
23109,40,M,United States,Search
42393,57,M,United States,Search
44246,30,F,United States,Search
66038,47,F,United States,Search
77585,51,F,United States,Search
90054,18,M,United States,Search
5427,41,M,United States,Search
30146,40,M,United States,Search
15624,58,M,United States,Search
47718,55,F,United States,Email
57486,49,M,United States,Display
73043,22,M,United States,Search
77449,46,M,United States,Search
32164,36,F,United States,Search
58454,31,M,United States,Search
4407,20,M,United States,Search
9098,44,F,United States,Display
23606,52,M,United States,Search
28211,29,F,United States,Search
79056,62,M,United States,Organic
54734,61,F,United States,Search
429,18,F,United States,Organic
575,64,F,United States,Search
635,63,M,United States,Display
27571,58,F,United States,Facebook
74043,51,F,United States,Search
98515,49,M,United States,Search
1111,33,F,United States,Search
6078,61,F,United States,Email
22024,41,F,United States,Search
27830,32,M,United States,Organic
42806,17,F,United States,Organic
45343,47,M,United States,Search
45498,56,M,United States,Search
58456,19,M,United States,Search
76478,20,F,United States,Search
87790,68,F,United States,Search
89212,21,F,United States,Organic
35750,68,M,United States,Search
36888,51,M,United States,Search
49744,34,M,United States,Search
50334,45,F,United States,Search
80293,33,F,United States,Search
83476,21,F,United States,Facebook
92400,67,M,United States,Search
9855,43,F,United States,Display
13348,17,M,United States,Organic
17148,60,F,United States,Search
69866,48,F,United States,Search
16086,55,M,United States,Search
34585,69,F,United States,Search
79822,48,M,United States,Search
84393,34,F,United States,Organic
19784,48,F,United States,Search
23718,65,F,United States,Search
59855,67,F,United States,Search
84851,70,M,United States,Search
249,33,F,United States,Search
14742,59,M,United States,Search
21873,35,M,United States,Facebook
57412,20,M,United States,Organic
60611,13,F,United States,Search
99511,45,M,United States,Organic
9254,40,F,United States,Organic
31360,44,M,United States,Organic
31416,40,M,United States,Search
45572,20,M,United States,Search
55442,31,F,United States,Search
92397,40,F,United States,Search
26899,54,F,United States,Search
94374,17,M,United States,Search
3629,61,M,United States,Organic
11541,55,M,United States,Organic
15008,22,M,United States,Organic
48359,45,F,United States,Search
82257,63,F,United States,Search
95377,65,M,United States,Search
99450,39,M,United States,Search
4149,45,M,United States,Organic
4898,44,M,United States,Search
10200,15,F,United States,Search
52531,37,M,United States,Search
6623,56,M,United States,Organic
30053,29,F,United States,Search
73671,28,M,United States,Search
434,20,M,United States,Search
56982,14,F,United States,Search
9924,12,F,United States,Search
15257,44,F,United States,Search
17249,66,F,United States,Search
71255,55,F,United States,Search
93830,17,M,United States,Search
839,69,F,United States,Search
3527,63,F,United States,Search
34675,51,F,United States,Organic
52880,51,F,United States,Search
57122,16,M,United States,Search
79387,31,F,United States,Search
92724,67,F,United States,Search
3338,60,M,United States,Search
8654,12,M,United States,Search
13274,59,F,United States,Search
41722,15,M,United States,Email
79434,26,F,United States,Display
96930,30,F,United States,Search
5970,17,F,United States,Organic
6099,13,M,United States,Search
31781,39,M,United States,Display
43999,26,F,United States,Search
44106,43,M,United States,Facebook
46591,31,F,United States,Search
69437,54,M,United States,Search
72257,23,F,United States,Search
38957,70,F,United States,Search
45683,15,M,United States,Search
65887,17,F,United States,Search
83333,15,F,United States,Organic
28244,59,M,United States,Search
38633,46,F,United States,Organic
38773,14,F,United States,Search
50278,24,M,United States,Organic
92338,34,M,United States,Search
54706,42,M,United States,Search
60737,36,M,United States,Search
79732,45,M,United States,Search
99548,21,F,United States,Search
17619,26,M,United States,Search
99181,50,M,United States,Search
32524,24,F,United States,Search
44526,42,M,United States,Search
74971,32,F,United States,Organic
91082,55,M,United States,Search
2527,14,M,United States,Search
7295,44,M,United States,Organic
12035,33,M,United States,Search
21055,42,F,United States,Search
56101,29,M,United States,Organic
66430,38,M,United States,Search
37208,26,M,United States,Organic
53299,67,M,United States,Search
54507,51,F,United States,Facebook
66302,15,F,United States,Search
83122,19,M,United States,Search
83131,55,F,United States,Search
16268,43,M,United States,Search
25045,35,M,United States,Organic
69114,30,M,United States,Search
93479,23,F,United States,Search
829,33,F,United States,Search
40398,27,F,United States,Search
47215,48,F,United States,Search
41429,40,F,United States,Search
85665,14,F,United States,Search
26234,14,M,United States,Search
31313,48,F,United States,Organic
51784,18,F,United States,Search
62759,65,M,United States,Search
69189,14,M,United States,Facebook
83622,40,M,United States,Search
99708,45,F,United States,Search
15135,29,F,United States,Organic
19110,26,F,United States,Organic
31732,19,F,United States,Search
51080,12,M,United States,Search
36257,15,M,United States,Search
71124,62,F,United States,Email
87300,20,F,United States,Facebook
89240,15,M,United States,Search
17586,61,M,United States,Organic
20971,39,F,United States,Email
30361,19,F,United States,Display
38051,57,F,United States,Search
50260,61,F,United States,Facebook
69701,62,M,United States,Search
72009,29,F,United States,Search
97783,33,F,United States,Organic
4098,33,F,United States,Display
33841,53,M,United States,Facebook
37658,61,F,United States,Facebook
40700,38,M,United States,Search
58600,70,M,United States,Search
67831,49,M,United States,Search
68981,35,M,United States,Search
78377,70,F,United States,Search
5569,20,M,United States,Organic
31625,23,M,United States,Search
39347,46,F,United States,Facebook
59711,35,F,United States,Organic
87992,65,F,United States,Search
28000,58,M,United States,Organic
38753,54,F,United States,Organic
38146,18,M,United States,Search
18164,17,M,Australia,Search
23653,26,F,Australia,Search
26083,48,F,Australia,Search
34730,57,F,Australia,Organic
98320,37,M,Australia,Search
47026,21,F,Australia,Search
87660,58,F,Australia,Search
8794,69,F,Australia,Search
44183,54,F,Australia,Search
69679,65,M,Australia,Email
15673,16,M,Australia,Email
61134,67,M,Australia,Search
5972,70,F,Australia,Search
22549,45,M,Australia,Search
35430,28,M,Australia,Search
99200,60,M,Australia,Search
63569,23,F,Australia,Organic
11292,22,M,Australia,Search
58678,22,M,Australia,Search
65174,39,F,Australia,Search
68560,39,F,Australia,Search
46386,38,F,Australia,Organic
87282,49,M,Australia,Search
95134,68,M,Australia,Search
6235,45,F,Australia,Search
87577,59,F,Australia,Search
22138,13,F,Australia,Email
50450,15,F,Australia,Search
54650,25,M,Australia,Search
55649,37,M,Australia,Search
67507,50,M,Australia,Organic
2997,17,M,Australia,Search
20011,63,M,France,Facebook
23578,45,F,France,Search
33295,37,F,France,Email
81217,42,M,France,Organic
5430,52,F,France,Search
27685,57,M,France,Search
28858,38,M,France,Search
69464,21,F,France,Email
29249,26,F,France,Search
38128,57,M,France,Search
39770,46,F,France,Search
50202,47,F,France,Search
63454,64,F,France,Search
78136,53,F,France,Search
69471,70,M,France,Search
37444,40,F,France,Search
45340,51,M,France,Search
47391,58,F,France,Facebook
53236,56,M,France,Search
68137,12,M,France,Email
73994,14,M,France,Organic
83787,66,M,France,Search
92944,69,F,France,Search
12568,22,F,France,Search
21735,29,M,France,Search
32940,39,F,France,Search
52578,29,M,France,Search
58716,63,M,France,Organic
68520,32,F,France,Organic
71527,30,M,France,Facebook
84526,30,M,France,Organic
91805,55,M,France,Search
19980,70,M,France,Search
60249,15,F,France,Email
51274,62,F,France,Search
88853,67,M,France,Search
99855,46,F,France,Search
8470,57,F,France,Search
26839,29,M,France,Search
34169,26,F,France,Search
51316,14,M,France,Search
68019,53,F,France,Search
76329,57,F,France,Search
68256,13,M,France,Search
22671,50,M,France,Organic
97550,43,F,France,Search
88878,66,F,France,Search
36292,12,M,France,Search
56981,14,F,France,Search
68363,29,M,France,Search
76009,21,F,France,Search
82770,56,M,France,Email
79704,59,M,France,Search
33152,33,M,France,Search
54915,49,M,France,Search
69411,27,F,France,Search
90569,42,F,France,Organic
2868,42,F,France,Organic
28219,20,M,France,Search
75141,25,F,France,Search
62864,36,M,France,Search
76070,44,M,France,Search
3103,25,M,France,Display
13996,31,M,France,Search
41037,38,M,France,Search
56165,13,M,France,Search
83359,27,M,France,Search
39290,47,M,France,Search
28270,36,M,France,Search
6363,63,M,France,Search
17854,63,M,France,Search
30613,56,M,France,Search
6496,33,F,France,Search
39235,64,M,France,Search
65002,42,M,France,Display
69248,15,M,France,Search
90553,16,F,France,Organic
71517,51,M,France,Search
49263,18,M,France,Display
70041,53,M,France,Search
44678,68,M,France,Facebook
65553,36,M,France,Search
57171,67,M,France,Search
25996,26,F,France,Organic
29125,41,F,France,Search
79838,54,F,France,Search
83586,15,F,France,Search
749,56,M,France,Search
5310,14,F,France,Organic
37354,42,M,France,Search
40319,51,M,France,Search
40535,12,M,France,Search
43729,49,M,France,Search
52528,70,F,France,Organic
69554,31,M,France,Search
98599,66,M,France,Search
12142,35,F,France,Search
18149,28,F,France,Organic
21018,69,M,France,Search
56740,45,M,France,Search
21348,36,F,France,Search
8548,19,M,France,Display
8928,48,F,France,Search
15147,41,M,France,Search
39794,53,M,France,Search
42348,25,F,France,Search
49202,16,F,France,Search
51803,47,F,France,Search
60306,45,M,France,Search
77723,69,F,France,Search
86957,50,F,France,Search
98095,34,M,France,Organic
3726,12,F,France,Search
14439,44,F,France,Search
55929,53,F,France,Search
22571,67,M,France,Search
66523,58,M,France,Search
74236,57,M,France,Search
89133,49,M,France,Search
29865,38,F,France,Facebook
34316,63,F,France,Search
4675,32,F,France,Search
21315,27,M,France,Search
28250,53,F,France,Search
65653,45,F,France,Search
95329,40,F,France,Display
93115,69,M,France,Search
95714,40,M,France,Email
5246,64,F,France,Search
22654,50,M,France,Search
63773,60,M,France,Organic
27925,49,M,France,Facebook
16030,12,M,France,Search
21481,39,M,France,Organic
22830,70,F,France,Search
30058,67,M,France,Search
2372,42,M,France,Email
20840,58,M,France,Search
25737,52,F,France,Search
31060,44,F,France,Search
76716,61,F,France,Search
83065,52,M,France,Search
84319,41,M,France,Email
24442,68,F,France,Display
26735,22,F,France,Search
32688,56,M,France,Search
59758,44,M,France,Search
89272,30,M,France,Search
89867,49,M,France,Search
27225,49,F,France,Organic
95955,65,F,France,Search
38457,15,M,France,Facebook
56528,19,F,France,Organic
63001,56,M,France,Organic
19830,23,M,France,Search
21454,47,M,France,Search
58622,16,M,France,Facebook
77753,62,F,France,Search
35669,52,F,France,Search
43553,40,F,France,Search
90716,22,M,France,Organic
99296,54,F,France,Search
80553,15,F,France,Search
95060,29,M,France,Search
39540,67,M,France,Search
40741,61,F,France,Search
82964,27,M,France,Search
88514,67,M,France,Display
89515,17,F,France,Facebook
96691,32,F,France,Organic
40853,53,M,France,Search
77958,32,M,France,Search
47836,56,M,France,Organic
585,13,M,France,Search
78889,55,M,France,Search
376,31,F,France,Organic
28078,35,M,France,Search
44493,18,M,France,Search
47119,43,M,France,Search
78665,52,F,France,Search
85805,36,M,France,Organic
99069,38,M,France,Search
1944,27,M,France,Email
77952,64,F,France,Search
22569,41,F,France,Organic
63874,24,M,France,Search
66822,51,F,France,Email
1406,20,F,France,Search
5452,62,M,France,Facebook
53582,70,M,France,Organic
65710,39,F,France,Organic
77946,65,F,France,Search
81957,55,M,France,Search
94266,25,F,France,Facebook
57560,26,F,France,Organic
38655,55,M,France,Search
65371,42,F,France,Search
68121,43,M,France,Organic
93231,28,M,France,Facebook
16556,35,F,France,Organic
71891,43,F,France,Search
555,70,M,France,Search
37327,50,F,France,Search
28522,63,M,France,Email
46772,49,M,France,Search
92588,65,F,France,Email
99417,44,M,France,Search
72984,37,M,France,Facebook
32406,67,F,France,Search
82876,63,M,France,Search
25596,57,F,France,Search
49940,44,F,France,Facebook
69298,49,F,France,Search
15661,30,M,France,Search
35217,20,M,France,Search
23599,59,F,France,Facebook
50693,32,F,France,Search
67838,54,F,France,Organic
74994,52,F,France,Search
92128,30,M,France,Search
22186,67,M,France,Organic
23910,55,M,France,Search
33221,23,M,France,Search
57729,34,F,France,Search
67645,54,F,France,Email
74547,65,F,France,Facebook
75532,28,F,France,Search
55189,46,F,France,Search
95752,53,M,France,Search
96960,23,F,France,Organic
267,56,F,France,Search
3934,59,F,France,Search
8071,56,F,France,Search
15112,14,M,France,Search
15570,53,F,France,Search
18766,70,F,France,Search
20934,43,F,France,Search
32079,63,M,France,Search
33080,36,M,France,Search
45526,16,F,France,Search
51726,12,M,France,Search
73583,25,M,France,Search
79058,48,F,France,Search
82704,23,M,France,Search
27619,27,M,France,Search
29523,59,F,France,Search
32977,17,M,France,Search
67738,33,F,France,Email
73261,43,M,France,Email
81644,15,F,France,Search
82271,60,M,France,Search
6969,36,M,France,Search
57243,12,F,France,Search
11751,46,M,France,Search
89406,33,M,France,Email
24201,26,M,France,Organic
43461,43,M,France,Search
16920,12,M,France,Facebook
28020,69,F,France,Search
48839,31,M,France,Search
51737,55,M,France,Search
70902,62,F,France,Organic
75339,29,F,France,Search
33886,14,M,France,Search
36039,12,M,France,Search
39156,66,F,France,Organic
42454,27,F,France,Search
46611,40,F,France,Facebook
62262,28,M,France,Search
67492,28,F,France,Search
69344,25,M,France,Search
71623,31,M,France,Search
78313,46,F,France,Search
85227,22,F,France,Search
10690,54,F,France,Organic
35008,43,F,France,Search
56647,56,M,France,Facebook
82508,46,M,France,Search
86602,64,F,France,Search
32335,56,F,France,Search
43558,12,F,France,Organic
65055,27,F,France,Search
82078,25,F,France,Search
82614,36,F,France,Organic
83912,12,F,France,Search
85466,66,F,France,Search
18304,43,M,France,Search
32236,30,F,France,Search
50418,27,F,France,Organic
97519,17,M,France,Search
3285,24,M,France,Organic
5689,35,F,France,Organic
15479,49,F,France,Search
19512,45,F,France,Search
24445,57,M,France,Search
24802,23,F,France,Search
29399,55,M,France,Organic
37671,23,F,France,Facebook
40888,62,M,France,Search
48332,28,M,France,Search
55499,66,F,France,Display
56855,64,M,France,Search
58259,60,M,France,Search
62100,56,F,France,Search
62669,29,M,France,Organic
67605,51,M,France,Search
70473,56,F,France,Organic
87942,44,F,France,Search
91735,12,F,France,Search
93290,31,F,France,Search
95266,41,M,France,Organic
98167,39,M,France,Search
5172,50,F,France,Search
10383,19,F,France,Search
35199,12,F,France,Organic
82278,57,F,France,Search
65884,26,F,France,Search
1064,58,M,France,Search
6935,55,M,France,Search
12749,39,M,France,Email
13846,52,F,France,Search
29412,65,F,France,Search
31526,38,F,France,Search
3189,41,M,France,Search
7981,44,M,France,Organic
16386,42,F,France,Search
48743,33,M,France,Search
96521,16,M,France,Search
25598,57,M,France,Organic
32157,64,M,France,Search
54623,22,M,France,Search
63957,62,M,France,Display
52376,22,F,France,Search
75097,31,M,France,Facebook
80896,44,F,France,Display
88118,68,M,France,Search
90595,17,M,France,Search
1840,30,M,France,Search
9079,44,F,France,Facebook
12208,67,M,France,Display
75546,62,M,France,Search
96274,62,F,France,Email
17896,12,F,France,Search
64211,49,M,France,Search
96819,70,F,France,Search
1600,39,M,France,Search
14755,53,F,France,Display
51415,65,F,France,Search
73534,55,F,France,Search
76399,30,F,France,Organic
24108,16,M,France,Search
62085,14,M,France,Search
76848,55,M,France,Search
39033,37,F,France,Search
74915,41,F,France,Search
43589,43,M,France,Organic
64487,18,M,France,Facebook
81711,25,M,France,Organic
83400,31,F,France,Display
61825,27,F,France,Search
87321,28,F,France,Search
93804,46,F,France,Search
2842,54,M,France,Search
5748,36,F,France,Search
5858,14,M,France,Search
7851,34,M,France,Search
19408,16,F,France,Search
59493,61,F,France,Search
61478,65,F,France,Organic
67207,56,F,France,Search
14532,14,M,France,Organic
77727,29,F,France,Display
79630,29,F,France,Facebook
42902,23,M,France,Search
84460,12,M,France,Search
1069,46,M,France,Display
14804,56,M,France,Display
1271,52,M,France,Search
2424,35,F,France,Search
12189,41,M,France,Search
65099,20,M,France,Search
4032,12,M,France,Search
42543,20,F,France,Search
68126,25,M,France,Organic
98152,65,F,France,Facebook
15426,18,M,France,Search
84087,18,M,France,Search
21818,20,M,France,Email
65744,61,F,France,Search
82608,52,M,France,Search
96706,59,F,France,Search
26153,57,F,France,Organic
43402,63,F,France,Organic
34901,52,F,France,Organic
40467,31,M,France,Search
66281,24,F,France,Search
5589,55,F,France,Search
9890,57,M,France,Search
72276,22,F,France,Email
2120,67,M,France,Organic
82281,58,F,France,Search
93641,58,F,France,Organic
10395,28,F,France,Search
14594,21,F,France,Search
16411,18,M,France,Search
59182,70,F,France,Organic
99258,24,F,France,Display
3259,54,F,France,Search
93718,18,F,France,Search
6456,37,F,France,Facebook
33433,52,F,France,Email
38804,66,F,France,Display
79528,12,F,France,Organic
93232,13,M,France,Search
95094,22,M,France,Search
96606,52,M,France,Search
42178,24,F,France,Organic
43870,21,F,France,Organic
60421,32,M,France,Search
64298,69,M,France,Search
87843,64,F,France,Search
96869,62,M,France,Search
67334,24,M,France,Search
83171,61,M,France,Search
94950,64,F,France,Search
34982,69,M,France,Search
73071,22,F,France,Search
94745,21,M,France,Search
328,49,F,France,Search
15995,23,F,France,Search
30345,15,M,France,Search
39853,64,M,France,Search
46442,52,M,France,Email
58954,70,M,France,Search
66081,60,M,France,Search
81890,36,F,France,Search
56449,56,M,France,Search
73054,60,M,France,Organic
63000,29,M,France,Email
83979,57,F,France,Email
51850,45,M,France,Search
94946,33,M,France,Search
1359,59,M,France,Search
23423,60,M,France,Organic
32222,63,F,France,Search
45953,31,M,France,Search
47719,68,M,France,Search
24434,43,F,France,Search
27297,23,M,France,Organic
33602,38,F,France,Display
54917,18,F,France,Search
95322,37,F,France,Search
35215,21,M,France,Search
64811,25,M,France,Search
77000,38,M,France,Search
86093,48,F,France,Organic
89325,67,F,France,Search
91676,18,M,France,Search
93335,63,M,France,Search
949,68,M,France,Email
8032,41,F,France,Search
9902,43,F,France,Organic
24561,61,F,France,Search
28059,53,F,France,Search
44836,49,F,France,Search
45968,16,F,France,Search
46375,23,M,France,Organic
55087,37,M,France,Search
60266,64,M,France,Search
68337,50,M,France,Search
82649,33,F,France,Facebook
90032,25,M,France,Search
74304,36,F,France,Organic
89192,41,F,France,Search
93230,13,M,France,Search
37726,26,F,France,Search
54068,27,M,France,Email
17565,13,F,France,Search
60602,45,F,France,Search
66682,61,M,France,Search
47920,57,M,France,Organic
68999,20,F,France,Search
26089,67,F,France,Search
56215,34,F,France,Search
59243,29,F,France,Search
79932,52,F,France,Search
26117,19,M,France,Search
66491,35,M,France,Organic
66518,43,F,France,Search
72658,29,M,France,Search
82903,51,F,France,Search
98186,61,M,France,Search
15136,32,M,France,Search
55831,59,M,France,Display
62889,26,M,France,Display
6617,67,M,France,Search
1459,24,F,France,Search
1617,28,F,France,Search
1742,27,M,France,Search
13402,54,M,France,Search
14828,66,F,France,Email
28533,50,F,France,Search
38460,38,F,France,Search
74326,25,M,France,Search
72470,24,M,France,Search
7595,56,F,France,Organic
61422,16,M,France,Search
98664,25,M,France,Search
34290,60,F,France,Search
49745,30,F,France,Search
67302,56,M,France,Search
8745,30,M,France,Organic
68380,66,M,France,Email
80914,67,M,France,Email
87929,57,M,France,Search
93301,58,M,France,Email
63327,23,M,France,Search
78006,42,F,France,Search
74891,25,F,France,Search
75798,36,M,France,Search
85683,46,F,France,Search
69113,34,F,France,Search
25805,65,F,France,Search
83167,46,F,France,Search
80469,15,M,France,Search
90739,53,F,France,Search
94085,69,M,France,Search
6957,63,F,France,Search
83514,64,M,France,Search
35561,14,F,France,Organic
71687,54,M,France,Search
